freq,unit,power_type,country,year,registrations
Annual,Number,Electricity,Greece,2018,77
Annual,Number,Electricity,Greece,2019,188
Annual,Number,Electricity,Greece,2020,678
Annual,Number,Electricity,Greece,2021,2174
Annual,Number,Electricity,Greece,2022,2826
Annual,Number,Electricity,Greece,2023,6377
Annual,Number,Electricity,Greece,2024,8708
Annual,Number,Electricity,Greece,2025,8892
Annual,Number,Electricity,Spain,2013,936
Annual,Number,Electricity,Spain,2014,1004
Annual,Number,Electricity,Spain,2015,2620
Annual,Number,Electricity,Spain,2016,2085
Annual,Number,Electricity,Spain,2017,4038
Annual,Number,Electricity,Spain,2018,6238
Annual,Number,Electricity,Spain,2019,10415
Annual,Number,Electricity,Spain,2020,18217
Annual,Number,Electricity,Spain,2021,24400
Annual,Number,Electricity,Spain,2022,31737
Annual,Number,Electricity,Spain,2023,55388
Annual,Number,Electricity,Spain,2024,59383
Annual,Number,Electricity,Spain,2025,105074
Annual,Number,Electricity,European Union - 27 countries (from 2020),2013,22066
Annual,Number,Electricity,European Union - 27 countries (from 2020),2014,31179
Annual,Number,Electricity,European Union - 27 countries (from 2020),2015,46669
Annual,Number,Electricity,European Union - 27 countries (from 2020),2016,53527
Annual,Number,Electricity,European Union - 27 countries (from 2020),2017,83793
Annual,Number,Electricity,European Union - 27 countries (from 2020),2018,134444
Annual,Number,Electricity,European Union - 27 countries (from 2020),2019,250082
Annual,Number,Electricity,European Union - 27 countries (from 2020),2020,538927
Annual,Number,Electricity,European Union - 27 countries (from 2020),2021,885038
Annual,Number,Electricity,European Union - 27 countries (from 2020),2022,1129786
Annual,Number,Electricity,European Union - 27 countries (from 2020),2023,1547676
Annual,Number,Electricity,European Union - 27 countries (from 2020),2024,1455122
Annual,Number,Electricity,European Union - 27 countries (from 2020),2025,1888016
Annual,Number,Electricity,Finland,2013,50
Annual,Number,Electricity,Finland,2014,183
Annual,Number,Electricity,Finland,2015,243
Annual,Number,Electricity,Finland,2016,223
Annual,Number,Electricity,Finland,2017,502
Annual,Number,Electricity,Finland,2018,776
Annual,Number,Electricity,Finland,2019,1897
Annual,Number,Electricity,Finland,2020,4245
Annual,Number,Electricity,Finland,2021,10153
Annual,Number,Electricity,Finland,2022,14531
Annual,Number,Electricity,Finland,2023,29537
Annual,Number,Electricity,Finland,2024,21870
Annual,Number,Electricity,Finland,2025,26748
Annual,Number,Electricity,France,2013,8781
Annual,Number,Electricity,France,2014,10567
Annual,Number,Electricity,France,2015,17269
Annual,Number,Electricity,France,2016,21758
Annual,Number,Electricity,France,2017,25368
Annual,Number,Electricity,France,2018,31687
Annual,Number,Electricity,France,2019,43564
Annual,Number,Electricity,France,2020,112499
Annual,Number,Electricity,France,2021,165566
Annual,Number,Electricity,France,2022,207171
Annual,Number,Electricity,France,2023,303590
Annual,Number,Electricity,France,2024,295053
Annual,Number,Electricity,France,2025,330890
Annual,Number,Electricity,Georgia,2017,83
Annual,Number,Electricity,Georgia,2018,21
Annual,Number,Electricity,Georgia,2019,108
Annual,Number,Electricity,Georgia,2020,22
Annual,Number,Electricity,Georgia,2021,43
Annual,Number,Electricity,Georgia,2022,206
Annual,Number,Electricity,Georgia,2023,245
Annual,Number,Electricity,Georgia,2024,513
Annual,Number,Electricity,Georgia,2025,823
Annual,Number,Electricity,Croatia,2013,3
Annual,Number,Electricity,Croatia,2014,47
Annual,Number,Electricity,Croatia,2015,80
Annual,Number,Electricity,Croatia,2016,66
Annual,Number,Electricity,Croatia,2017,55
Annual,Number,Electricity,Croatia,2018,182
Annual,Number,Electricity,Croatia,2019,279
Annual,Number,Electricity,Croatia,2020,639
Annual,Number,Electricity,Croatia,2021,1121
Annual,Number,Electricity,Croatia,2022,1062
Annual,Number,Electricity,Croatia,2023,1125
Annual,Number,Electricity,Croatia,2024,882
Annual,Number,Electricity,Croatia,2025,992
Annual,Number,Electricity,Hungary,2013,10
Annual,Number,Electricity,Hungary,2014,32
Annual,Number,Electricity,Hungary,2015,116
Annual,Number,Electricity,Hungary,2016,176
Annual,Number,Electricity,Hungary,2017,749
Annual,Number,Electricity,Hungary,2018,1300
Annual,Number,Electricity,Hungary,2019,1834
Annual,Number,Electricity,Hungary,2020,3047
Annual,Number,Electricity,Hungary,2021,4313
Annual,Number,Electricity,Hungary,2022,4707
Annual,Number,Electricity,Hungary,2023,5807
Annual,Number,Electricity,Hungary,2024,8569
Annual,Number,Electricity,Hungary,2025,11002
Annual,Number,Electricity,Ireland,2013,49
Annual,Number,Electricity,Ireland,2014,194
Annual,Number,Electricity,Ireland,2015,494
Annual,Number,Electricity,Ireland,2016,402
Annual,Number,Electricity,Ireland,2017,631
Annual,Number,Electricity,Ireland,2018,1252
Annual,Number,Electricity,Ireland,2019,3665
Annual,Number,Electricity,Ireland,2020,4075
Annual,Number,Electricity,Ireland,2021,9199
Annual,Number,Electricity,Ireland,2022,15872
Annual,Number,Electricity,Ireland,2023,23181
Annual,Number,Electricity,Ireland,2024,17780
Annual,Number,Electricity,Ireland,2025,23741
Annual,Number,Electricity,Iceland,2017,845
Annual,Number,Electricity,Iceland,2018,784
Annual,Number,Electricity,Iceland,2019,1090
Annual,Number,Electricity,Iceland,2020,2551
Annual,Number,Electricity,Iceland,2021,4246
Annual,Number,Electricity,Iceland,2022,5567
Annual,Number,Electricity,Iceland,2023,8783
Annual,Number,Electricity,Iceland,2024,2661
Annual,Number,Electricity,Iceland,2025,5988
Annual,Number,Electricity,Italy,2013,846
Annual,Number,Electricity,Italy,2014,1155
Annual,Number,Electricity,Italy,2015,1576
Annual,Number,Electricity,Italy,2016,1497
Annual,Number,Electricity,Italy,2017,2109
Annual,Number,Electricity,Italy,2018,5198
Annual,Number,Electricity,Italy,2019,10612
Annual,Number,Electricity,Italy,2020,30930
Annual,Number,Electricity,Italy,2021,69178
Annual,Number,Electricity,Italy,2022,48960
Annual,Number,Electricity,Italy,2023,65800
Annual,Number,Electricity,Italy,2024,66606
Annual,Number,Electricity,Italy,2025,94862
Annual,Number,Electricity,Liechtenstein,2013,14
Annual,Number,Electricity,Liechtenstein,2014,18
Annual,Number,Electricity,Liechtenstein,2015,30
Annual,Number,Electricity,Liechtenstein,2016,46
Annual,Number,Electricity,Liechtenstein,2017,57
Annual,Number,Electricity,Liechtenstein,2018,48
Annual,Number,Electricity,Liechtenstein,2019,97
Annual,Number,Electricity,Liechtenstein,2020,164
Annual,Number,Electricity,Liechtenstein,2021,292
Annual,Number,Electricity,Liechtenstein,2022,317
Annual,Number,Electricity,Liechtenstein,2023,338
Annual,Number,Electricity,Liechtenstein,2024,362
Annual,Number,Electricity,Liechtenstein,2025,355
Annual,Number,Electricity,Lithuania,2013,2
Annual,Number,Electricity,Lithuania,2014,8
Annual,Number,Electricity,Lithuania,2015,26
Annual,Number,Electricity,Lithuania,2016,62
Annual,Number,Electricity,Lithuania,2017,43
Annual,Number,Electricity,Lithuania,2018,141
Annual,Number,Electricity,Lithuania,2019,175
Annual,Number,Electricity,Lithuania,2020,480
Annual,Number,Electricity,Lithuania,2021,1277
Annual,Number,Electricity,Lithuania,2022,1507
Annual,Number,Electricity,Lithuania,2023,2210
Annual,Number,Electricity,Lithuania,2024,1877
Annual,Number,Electricity,Lithuania,2025,3227
Annual,Number,Electricity,Luxembourg,2013,158
Annual,Number,Electricity,Luxembourg,2014,312
Annual,Number,Electricity,Luxembourg,2015,73
Annual,Number,Electricity,Luxembourg,2016,145
Annual,Number,Electricity,Luxembourg,2017,386
Annual,Number,Electricity,Luxembourg,2018,430
Annual,Number,Electricity,Luxembourg,2019,986
Annual,Number,Electricity,Luxembourg,2020,2473
Annual,Number,Electricity,Luxembourg,2021,4649
Annual,Number,Electricity,Luxembourg,2022,6391
Annual,Number,Electricity,Luxembourg,2023,11048
Annual,Number,Electricity,Luxembourg,2024,12777
Annual,Number,Electricity,Luxembourg,2025,12664
Annual,Number,Electricity,Latvia,2013,0
Annual,Number,Electricity,Latvia,2014,174
Annual,Number,Electricity,Latvia,2015,17
Annual,Number,Electricity,Latvia,2016,19
Annual,Number,Electricity,Latvia,2017,41
Annual,Number,Electricity,Latvia,2018,78
Annual,Number,Electricity,Latvia,2019,116
Annual,Number,Electricity,Latvia,2020,351
Annual,Number,Electricity,Latvia,2021,480
Annual,Number,Electricity,Latvia,2022,1069
Annual,Number,Electricity,Latvia,2023,1629
Annual,Number,Electricity,Latvia,2024,1260
Annual,Number,Electricity,Latvia,2025,1612
Annual,Number,Electricity,Moldova,2013,0
Annual,Number,Electricity,Moldova,2014,1
Annual,Number,Electricity,Moldova,2015,13
Annual,Number,Electricity,Moldova,2016,14
Annual,Number,Electricity,Moldova,2017,37
Annual,Number,Electricity,Moldova,2018,42
Annual,Number,Electricity,Moldova,2019,185
Annual,Number,Electricity,Moldova,2020,211
Annual,Number,Electricity,Moldova,2021,396
Annual,Number,Electricity,Moldova,2022,729
Annual,Number,Electricity,Moldova,2023,1012
Annual,Number,Electricity,Moldova,2024,1666
Annual,Number,Electricity,Moldova,2025,1990
Annual,Number,Electricity,Montenegro,2017,4
Annual,Number,Electricity,Montenegro,2018,1
Annual,Number,Electricity,Montenegro,2024,167
Annual,Number,Electricity,Montenegro,2025,129
Annual,Number,Electricity,Malta,2013,18
Annual,Number,Electricity,Malta,2014,30
Annual,Number,Electricity,Malta,2015,23
Annual,Number,Electricity,Malta,2016,19
Annual,Number,Electricity,Malta,2017,24
Annual,Number,Electricity,Malta,2018,285
Annual,Number,Electricity,Malta,2019,281
Annual,Number,Electricity,Malta,2020,178
Annual,Number,Electricity,Malta,2021,416
Annual,Number,Electricity,Malta,2022,990
Annual,Number,Electricity,Malta,2023,1516
Annual,Number,Electricity,Malta,2024,2893
Annual,Number,Electricity,Malta,2025,2455
Annual,Number,Electricity,Netherlands,2013,2619
Annual,Number,Electricity,Netherlands,2014,2912
Annual,Number,Electricity,Netherlands,2015,3193
Annual,Number,Electricity,Netherlands,2016,3988
Annual,Number,Electricity,Netherlands,2017,7958
Annual,Number,Electricity,Netherlands,2018,23985
Annual,Number,Electricity,Netherlands,2019,61547
Annual,Number,Electricity,Netherlands,2020,72859
Annual,Number,Electricity,Netherlands,2021,63658
Annual,Number,Electricity,Netherlands,2022,73250
Annual,Number,Electricity,Netherlands,2023,113968
Annual,Number,Electricity,Netherlands,2024,132167
Annual,Number,Electricity,Netherlands,2025,155962
Annual,Number,Electricity,Norway,2013,7885
Annual,Number,Electricity,Norway,2014,18091
Annual,Number,Electricity,Norway,2015,25779
Annual,Number,Electricity,Norway,2016,24222
Annual,Number,Electricity,Norway,2017,33023
Annual,Number,Electricity,Norway,2018,46091
Annual,Number,Electricity,Norway,2019,60271
Annual,Number,Electricity,Norway,2020,82212
Annual,Number,Electricity,Norway,2021,116399
Annual,Number,Electricity,Norway,2022,142504
Annual,Number,Electricity,Norway,2023,104727
Annual,Number,Electricity,Norway,2024,114814
Annual,Number,Electricity,Norway,2025,173080
Annual,Number,Electricity,Poland,2013,26
Annual,Number,Electricity,Poland,2014,81
Annual,Number,Electricity,Poland,2015,112
Annual,Number,Electricity,Poland,2016,157
Annual,Number,Electricity,Poland,2017,508
Annual,Number,Electricity,Poland,2018,694
Annual,Number,Electricity,Poland,2019,1464
Annual,Number,Electricity,Poland,2020,3679
Annual,Number,Electricity,Poland,2021,7092
Annual,Number,Electricity,Poland,2022,11293
Annual,Number,Electricity,Poland,2023,17078
Annual,Number,Electricity,Poland,2024,16564
Annual,Number,Electricity,Poland,2025,43311
Annual,Number,Electricity,Portugal,2013,167
Annual,Number,Electricity,Portugal,2014,198
Annual,Number,Electricity,Portugal,2015,692
Annual,Number,Electricity,Portugal,2016,820
Annual,Number,Electricity,Portugal,2017,1912
Annual,Number,Electricity,Portugal,2018,4458
Annual,Number,Electricity,Portugal,2019,6880
Annual,Number,Electricity,Portugal,2020,7908
Annual,Number,Electricity,Portugal,2021,13546
Annual,Number,Electricity,Portugal,2022,18426
Annual,Number,Electricity,Portugal,2023,36456
Annual,Number,Electricity,Portugal,2024,41772
Annual,Number,Electricity,Portugal,2025,52435
Annual,Number,Electricity,Romania,2013,37
Annual,Number,Electricity,Romania,2014,17
Annual,Number,Electricity,Romania,2015,28
Annual,Number,Electricity,Romania,2016,69
Annual,Number,Electricity,Romania,2017,232
Annual,Number,Electricity,Romania,2018,604
Annual,Number,Electricity,Romania,2019,1506
Annual,Number,Electricity,Romania,2020,2844
Annual,Number,Electricity,Romania,2021,6344
Annual,Number,Electricity,Romania,2022,11638
Annual,Number,Electricity,Romania,2023,15367
Annual,Number,Electricity,Romania,2024,9795
Annual,Number,Electricity,Romania,2025,8849
Annual,Number,Electricity,Serbia,2019,37
Annual,Number,Electricity,Serbia,2020,61
Annual,Number,Electricity,Serbia,2021,138
Annual,Number,Electricity,Serbia,2022,221
Annual,Number,Electricity,Serbia,2023,494
Annual,Number,Electricity,Serbia,2024,604
Annual,Number,Electricity,Serbia,2025,873
Annual,Number,Electricity,Sweden,2013,452
Annual,Number,Electricity,Sweden,2014,1266
Annual,Number,Electricity,Sweden,2015,2916
Annual,Number,Electricity,Sweden,2016,2993
Annual,Number,Electricity,Sweden,2017,4359
Annual,Number,Electricity,Sweden,2018,7147
Annual,Number,Electricity,Sweden,2019,15795
Annual,Number,Electricity,Sweden,2020,27981
Annual,Number,Electricity,Sweden,2021,57590
Annual,Number,Electricity,Sweden,2022,95371
Annual,Number,Electricity,Sweden,2023,112321
Annual,Number,Electricity,Sweden,2024,94546
Annual,Number,Electricity,Sweden,2025,99981
Annual,Number,Electricity,Slovenia,2013,0
Annual,Number,Electricity,Slovenia,2014,13
Annual,Number,Electricity,Slovenia,2015,123
Annual,Number,Electricity,Slovenia,2016,151
Annual,Number,Electricity,Slovenia,2017,297
Annual,Number,Electricity,Slovenia,2018,521
Annual,Number,Electricity,Slovenia,2019,695
Annual,Number,Electricity,Slovenia,2020,1720
Annual,Number,Electricity,Slovenia,2021,1742
Annual,Number,Electricity,Slovenia,2022,2293
Annual,Number,Electricity,Slovenia,2023,4306
Annual,Number,Electricity,Slovenia,2024,3154
Annual,Number,Electricity,Slovenia,2025,6430
Annual,Number,Electricity,Slovakia,2013,0
Annual,Number,Electricity,Slovakia,2014,24
Annual,Number,Electricity,Slovakia,2015,15
Annual,Number,Electricity,Slovakia,2016,55
Annual,Number,Electricity,Slovakia,2017,214
Annual,Number,Electricity,Slovakia,2018,301
Annual,Number,Electricity,Slovakia,2019,166
Annual,Number,Electricity,Slovakia,2020,918
Annual,Number,Electricity,Slovakia,2021,1105
Annual,Number,Electricity,Slovakia,2022,1508
Annual,Number,Electricity,Slovakia,2023,2517
Annual,Number,Electricity,Slovakia,2024,2227
Annual,Number,Electricity,Slovakia,2025,4377
Annual,Number,Electricity,Türkiye,2013,180
Annual,Number,Electricity,Türkiye,2014,63
Annual,Number,Electricity,Türkiye,2015,154
Annual,Number,Electricity,Türkiye,2016,77
Annual,Number,Electricity,Türkiye,2017,117
Annual,Number,Electricity,Türkiye,2018,206
Annual,Number,Electricity,Türkiye,2019,228
Annual,Number,Electricity,Türkiye,2020,1617
Annual,Number,Electricity,Türkiye,2021,3575
Annual,Number,Electricity,Türkiye,2022,8312
Annual,Number,Electricity,Türkiye,2023,65558
Annual,Number,Electricity,Türkiye,2024,103850
Annual,Number,Electricity,Türkiye,2025,186979
Annual,Number,Electricity,Ukraine,2019,7261
Annual,Number,Electricity,Ukraine,2020,641
Annual,Number,Electricity,Ukraine,2021,1210
Annual,Number,Electricity,Ukraine,2022,2255
Annual,Number,Electricity,Ukraine,2023,7261
Annual,Number,Electricity,Ukraine,2024,10231
Annual,Number,Electricity,Ukraine,2025,22824
Annual,Number,Electricity,United Kingdom,2015,10063
Annual,Number,Electricity,United Kingdom,2016,10544
Annual,Number,Electricity,United Kingdom,2017,13727
Annual,Number,Electricity,United Kingdom,2018,15579
Annual,Number,Electricity,United Kingdom,2021,188143
Annual,Number,Electricity,United Kingdom,2022,263197
Annual,Number,Electricity,United Kingdom,2023,308941
Annual,Number,Electricity,United Kingdom,2024,375191
Annual,Number,Electricity,Kosovo*,2017,2
Annual,Number,Electricity,Kosovo*,2018,1
Annual,Number,Electricity,Kosovo*,2019,0
Annual,Number,Electricity,Kosovo*,2021,20
Annual,Number,Electricity,Kosovo*,2025,539
Annual,Number,Hybrid diesel-electric,Albania,2019,23
Annual,Number,Hybrid diesel-electric,Albania,2020,47
Annual,Number,Hybrid diesel-electric,Albania,2021,178
Annual,Number,Hybrid diesel-electric,Albania,2022,334
Annual,Number,Hybrid diesel-electric,Albania,2023,583
Annual,Number,Hybrid diesel-electric,Albania,2024,730
Annual,Number,Hybrid diesel-electric,Austria,2013,130
Annual,Number,Hybrid diesel-electric,Austria,2014,90
Annual,Number,Hybrid diesel-electric,Austria,2015,518
Annual,Number,Hybrid diesel-electric,Austria,2016,169
Annual,Number,Hybrid diesel-electric,Austria,2017,43
Annual,Number,Hybrid diesel-electric,Austria,2018,1008
Annual,Number,Hybrid diesel-electric,Austria,2019,4112
Annual,Number,Hybrid diesel-electric,Austria,2020,7848
Annual,Number,Hybrid diesel-electric,Austria,2021,12519
Annual,Number,Hybrid diesel-electric,Austria,2022,12620
Annual,Number,Hybrid diesel-electric,Austria,2023,13925
Annual,Number,Hybrid diesel-electric,Austria,2024,12479
Annual,Number,Hybrid diesel-electric,Austria,2025,12837
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2013,0
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2014,1
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2015,0
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2016,2
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2017,0
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2018,1
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2019,11
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2020,8
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2021,22
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2022,110
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2023,129
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2024,168
Annual,Number,Hybrid diesel-electric,Bosnia and Herzegovina,2025,465
Annual,Number,Hybrid diesel-electric,Belgium,2013,912
Annual,Number,Hybrid diesel-electric,Belgium,2014,741
Annual,Number,Hybrid diesel-electric,Belgium,2015,2493
Annual,Number,Hybrid diesel-electric,Belgium,2016,1301
Annual,Number,Hybrid diesel-electric,Belgium,2017,834
Annual,Number,Hybrid diesel-electric,Belgium,2018,1249
Annual,Number,Hybrid diesel-electric,Belgium,2019,6012
Annual,Number,Hybrid diesel-electric,Belgium,2020,14955
Annual,Number,Hybrid diesel-electric,Belgium,2021,21348
Annual,Number,Hybrid diesel-electric,Belgium,2022,8769
Annual,Number,Hybrid diesel-electric,Belgium,2023,5540
Annual,Number,Hybrid diesel-electric,Belgium,2024,2703
